Category,Brand,Model Name,Specs (RAM/ROM/Display/etc),Price,Offer Price,Stock,Product Image URL,Description,Warranty,EMI Options
,OPPO ,RENO12,RENO12 PRO 5G 12GB 512GB SPACE BROWN ,55999,40999,8,https://www.amazon.in/Oppo-Reno-Pro-Sunset-Gold/dp/B0D9KMH6QN/ref=sr_1_1?crid=2DIJGQTELPXXR&dib=eyJ2IjoiMSJ9.vxzhTWwVy7Jd_L0l_mSVfpRCC2btho_a8N5n_QjCV9lfdSXQjbS1_G8PDUOOduJtTdCeiITtaPKiGJONcpZghv1sEIXOpmxSU6H9aEP9_GMiSdkmFYLgdt25gSUTCq3lggeetr9a0iMacfiKx371YdaBRPjA_JaU_Gfw2cki6EZRn6oVqC7kz7Ugv_XBnXGZu2eIZz3WM45u0moJD3qRy3RALpWsni5k8tO39jm5eII.Z3PzF5Oh3agj6RfQ97_sTpFugZnd0uOijGzKnIYP6BU&dib_tag=se&keywords=reno+12+PRO+5g&qid=1745834771&sprefix=reno+12+pro+5g%2Caps%2C279&sr=8-1,,1 Year,Yes
,OPPO ,RENO12,RENO12 PRO 5G 12GB 512GB SUNSET GOLD,55999,40999,8,https://www.amazon.in/Oppo-Reno-Pro-Sunset-Gold/dp/B0D9KMH6QN/ref=sr_1_1?crid=2DIJGQTELPXXR&dib=eyJ2IjoiMSJ9.vxzhTWwVy7Jd_L0l_mSVfpRCC2btho_a8N5n_QjCV9lfdSXQjbS1_G8PDUOOduJtTdCeiITtaPKiGJONcpZghv1sEIXOpmxSU6H9aEP9_GMiSdkmFYLgdt25gSUTCq3lggeetr9a0iMacfiKx371YdaBRPjA_JaU_Gfw2cki6EZRn6oVqC7kz7Ugv_XBnXGZu2eIZz3WM45u0moJD3qRy3RALpWsni5k8tO39jm5eII.Z3PzF5Oh3agj6RfQ97_sTpFugZnd0uOijGzKnIYP6BU&dib_tag=se&keywords=reno+12+PRO+5g&qid=1745834771&sprefix=reno+12+pro+5g%2Caps%2C279&sr=8-1,,1 Year,Yes
,OPPO ,RENO12,RENO12 PRO 5G 12GB 256GB MANISH MALHOTRA,55999,40999,8,https://www.amazon.in/Oppo-Reno-Pro-Sunset-Gold/dp/B0D9KMH6QN/ref=sr_1_1?crid=2DIJGQTELPXXR&dib=eyJ2IjoiMSJ9.vxzhTWwVy7Jd_L0l_mSVfpRCC2btho_a8N5n_QjCV9lfdSXQjbS1_G8PDUOOduJtTdCeiITtaPKiGJONcpZghv1sEIXOpmxSU6H9aEP9_GMiSdkmFYLgdt25gSUTCq3lggeetr9a0iMacfiKx371YdaBRPjA_JaU_Gfw2cki6EZRn6oVqC7kz7Ugv_XBnXGZu2eIZz3WM45u0moJD3qRy3RALpWsni5k8tO39jm5eII.Z3PzF5Oh3agj6RfQ97_sTpFugZnd0uOijGzKnIYP6BU&dib_tag=se&keywords=reno+12+PRO+5g&qid=1745834771&sprefix=reno+12+pro+5g%2Caps%2C279&sr=8-1,,1 Year,Yes
,OPPO ,RENO13,RENO13 5G 8GB 128GB LUMINOUS BLUE,41999,37999,8,https://www.amazon.in/OPPO-Reno13-Storage-Additional-Exchange/dp/B0DSQ85794/ref=sr_1_2?crid=1TN2HPEBBSJAX&dib=eyJ2IjoiMSJ9.YEVtOf6-OCin_Qt9vSrfPuOO9exKb2tQUSDqjK7tzNNHccg6-r9yLf_rdRPDFQRsjOJMx0LLEcSEfizCSJBmO6oZ1Wv0kKrgHlmVqNf_bY8_YwoKTG5FAJQ58MLFighqFL-fIqHSarJWQNuHK844gNBCb4oLw4ercso3Ds_60vV7Oaf1N6gacXJDpoQuiKFD5lTmwEzB3FxAtwG-WxiicI_-SiFXXAYW1032DDWGNy4.VzfIWIk2lv7N2_SnsGmbgr2PqPaVDwU1vt1GMbAiuyg&dib_tag=se&keywords=oppo%2Breno%2B13%2Bpro%2B5%2Bg%2B8%2B128&nsdOptOutParam=true&qid=1745834974&sprefix=reno%2B13%2B128%2Caps%2C278&sr=8-2&th=1,,1 Year,Yes
,OPPO ,RENO13,RENO13 5G 8GB 128GB IVORY WHITE,41999,37999,8,https://www.amazon.in/OPPO-Reno13-Storage-Additional-Exchange/dp/B0DSQ85794/ref=sr_1_2?crid=1TN2HPEBBSJAX&dib=eyJ2IjoiMSJ9.YEVtOf6-OCin_Qt9vSrfPuOO9exKb2tQUSDqjK7tzNNHccg6-r9yLf_rdRPDFQRsjOJMx0LLEcSEfizCSJBmO6oZ1Wv0kKrgHlmVqNf_bY8_YwoKTG5FAJQ58MLFighqFL-fIqHSarJWQNuHK844gNBCb4oLw4ercso3Ds_60vV7Oaf1N6gacXJDpoQuiKFD5lTmwEzB3FxAtwG-WxiicI_-SiFXXAYW1032DDWGNy4.VzfIWIk2lv7N2_SnsGmbgr2PqPaVDwU1vt1GMbAiuyg&dib_tag=se&keywords=oppo%2Breno%2B13%2Bpro%2B5%2Bg%2B8%2B128&nsdOptOutParam=true&qid=1745834974&sprefix=reno%2B13%2B128%2Caps%2C278&sr=8-2&th=1,,1 Year,Yes
,OPPO ,RENO13,RENO13 5G 8GB 128GB SKY BLUE,41999,37999,8,https://www.amazon.in/OPPO-Reno13-Storage-Additional-Exchange/dp/B0DSQ85794/ref=sr_1_2?crid=1TN2HPEBBSJAX&dib=eyJ2IjoiMSJ9.YEVtOf6-OCin_Qt9vSrfPuOO9exKb2tQUSDqjK7tzNNHccg6-r9yLf_rdRPDFQRsjOJMx0LLEcSEfizCSJBmO6oZ1Wv0kKrgHlmVqNf_bY8_YwoKTG5FAJQ58MLFighqFL-fIqHSarJWQNuHK844gNBCb4oLw4ercso3Ds_60vV7Oaf1N6gacXJDpoQuiKFD5lTmwEzB3FxAtwG-WxiicI_-SiFXXAYW1032DDWGNy4.VzfIWIk2lv7N2_SnsGmbgr2PqPaVDwU1vt1GMbAiuyg&dib_tag=se&keywords=oppo%2Breno%2B13%2Bpro%2B5%2Bg%2B8%2B128&nsdOptOutParam=true&qid=1745834974&sprefix=reno%2B13%2B128%2Caps%2C278&sr=8-2&th=1,,1 Year,Yes
,OPPO ,RENO13,RENO13 5G 8GB 256GB LUMINOUS BLUE,43999,39999,8,https://www.amazon.in/Oppo-Reno13-Luminous-Blue-256/dp/B0DST7WTKF/ref=sr_1_1_sspa?crid=39902KQBY0FC4&dib=eyJ2IjoiMSJ9.lZP1-1c4-fBbdAktfFFMH3Zx-wQsGnbl-voC0LcQiA2uR13cIxymo_DgnBnwUIZNGjwKKXI4nDQo3rT0qu2S-TPQIt-G2_T9uXalx4iSp2uevaaEzEbIUw_dEADf_NAokg_7SHliFafwICzpsZFqYI97v1AKumq8B9PCxMk6Ty_ApOf51HXqEanUMsf5_G134If66GKlD1t2BFgAaN6xdTm3P1yZsJU3bMmElajwwAo.WF3cto08RZT01sSR8ggaqzwiY_JW8nq6ADvIDC7u1MU&dib_tag=se&keywords=reno%2B13&qid=1745834902&sprefix=reno%2B13%2Caps%2C315&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,1 Year,Yes
,OPPO ,RENO13,RENO13 5G 8GB 256GB IVORY WHITE,43999,39999,8,https://www.amazon.in/Oppo-Reno13-Luminous-Blue-256/dp/B0DST7WTKF/ref=sr_1_1_sspa?crid=39902KQBY0FC4&dib=eyJ2IjoiMSJ9.lZP1-1c4-fBbdAktfFFMH3Zx-wQsGnbl-voC0LcQiA2uR13cIxymo_DgnBnwUIZNGjwKKXI4nDQo3rT0qu2S-TPQIt-G2_T9uXalx4iSp2uevaaEzEbIUw_dEADf_NAokg_7SHliFafwICzpsZFqYI97v1AKumq8B9PCxMk6Ty_ApOf51HXqEanUMsf5_G134If66GKlD1t2BFgAaN6xdTm3P1yZsJU3bMmElajwwAo.WF3cto08RZT01sSR8ggaqzwiY_JW8nq6ADvIDC7u1MU&dib_tag=se&keywords=reno%2B13&qid=1745834902&sprefix=reno%2B13%2Caps%2C315&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,1 Year,Yes
,OPPO ,RENO13,RENO13 5G 8GB 256GB SKY BLUE,43999,39999,8,https://www.amazon.in/Oppo-Reno13-Luminous-Blue-256/dp/B0DST7WTKF/ref=sr_1_1_sspa?crid=39902KQBY0FC4&dib=eyJ2IjoiMSJ9.lZP1-1c4-fBbdAktfFFMH3Zx-wQsGnbl-voC0LcQiA2uR13cIxymo_DgnBnwUIZNGjwKKXI4nDQo3rT0qu2S-TPQIt-G2_T9uXalx4iSp2uevaaEzEbIUw_dEADf_NAokg_7SHliFafwICzpsZFqYI97v1AKumq8B9PCxMk6Ty_ApOf51HXqEanUMsf5_G134If66GKlD1t2BFgAaN6xdTm3P1yZsJU3bMmElajwwAo.WF3cto08RZT01sSR8ggaqzwiY_JW8nq6ADvIDC7u1MU&dib_tag=se&keywords=reno%2B13&qid=1745834902&sprefix=reno%2B13%2Caps%2C315&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1,,1 Year,Yes
,OPPO ,RENO13,RENO13 5G 12GB 256GB LUMINOUS BLUE,47999,43999,8,https://www.amazon.in/OPPO-Reno13-Pro-Graphite-Grey/dp/B0DSQ7ZJKT/ref=sr_1_1?crid=1YU59HZMGAR7&dib=eyJ2IjoiMSJ9.fYv6UI8ymCqyaHYcMuxzKboPhyQL857NycZ6ZrDMqDlo8DXDtnAmZlf9RK0pRpPYsI-nVTY1DiAAR52iXmZslbrqo9PNV1pORTTGrG2Oo6kJ3cTsmtfEsccKwxZwcGUSubWoAng_SbobmP2Xe2fdk-82x2H3HglN4A7FWJWJzBLCkItImlxT3ltkXx_0qme65mG7kKTfG1_X278UJka9NGW2rrMKBiVVUT6vGlKf8qc.a7wa4IAEle-9AN-iktpnLvAz5KoaEcKGcChxU44bN98&dib_tag=se&keywords=oppo+reno+13+pro+5%2Bg+12+256&nsdOptOutParam=true&qid=1745835021&sprefix=oppo+reno+13+pro+5%2Bg++12%2Caps%2C260&sr=8-1,,1 Year,Yes
,OPPO ,REBO13,RENO13 5G 12GB 256GB IVORY WHITE,47999,43999,8,https://www.amazon.in/OPPO-Reno13-Pro-Graphite-Grey/dp/B0DSQ7ZJKT/ref=sr_1_1?crid=1YU59HZMGAR7&dib=eyJ2IjoiMSJ9.fYv6UI8ymCqyaHYcMuxzKboPhyQL857NycZ6ZrDMqDlo8DXDtnAmZlf9RK0pRpPYsI-nVTY1DiAAR52iXmZslbrqo9PNV1pORTTGrG2Oo6kJ3cTsmtfEsccKwxZwcGUSubWoAng_SbobmP2Xe2fdk-82x2H3HglN4A7FWJWJzBLCkItImlxT3ltkXx_0qme65mG7kKTfG1_X278UJka9NGW2rrMKBiVVUT6vGlKf8qc.a7wa4IAEle-9AN-iktpnLvAz5KoaEcKGcChxU44bN98&dib_tag=se&keywords=oppo+reno+13+pro+5%2Bg+12+256&nsdOptOutParam=true&qid=1745835021&sprefix=oppo+reno+13+pro+5%2Bg++12%2Caps%2C260&sr=8-1,,1 Year,Yes
,OPPO ,RENO13,RENO13 5G 12GB 256GB SKY BLUE,47999,43999,8,https://www.amazon.in/OPPO-Reno13-Pro-Graphite-Grey/dp/B0DSQ7ZJKT/ref=sr_1_1?crid=1YU59HZMGAR7&dib=eyJ2IjoiMSJ9.fYv6UI8ymCqyaHYcMuxzKboPhyQL857NycZ6ZrDMqDlo8DXDtnAmZlf9RK0pRpPYsI-nVTY1DiAAR52iXmZslbrqo9PNV1pORTTGrG2Oo6kJ3cTsmtfEsccKwxZwcGUSubWoAng_SbobmP2Xe2fdk-82x2H3HglN4A7FWJWJzBLCkItImlxT3ltkXx_0qme65mG7kKTfG1_X278UJka9NGW2rrMKBiVVUT6vGlKf8qc.a7wa4IAEle-9AN-iktpnLvAz5KoaEcKGcChxU44bN98&dib_tag=se&keywords=oppo+reno+13+pro+5%2Bg+12+256&nsdOptOutParam=true&qid=1745835021&sprefix=oppo+reno+13+pro+5%2Bg++12%2Caps%2C260&sr=8-1,,1 Year,Yes
,OPPO ,RENO13,RENO13 PRO 5G 12GB 256GB GRAPHITE GREY,54999,49999,8,https://www.amazon.in/OPPO-Reno13-Pro-Graphite-Grey/dp/B0DSQ7ZJKT/ref=sr_1_7?crid=2VDP7ZPPYAQ1W&dib=eyJ2IjoiMSJ9.2qu2XugoNPEtwec2lgM2XbDpBS4KMuFDgMBxGzbtOZkDqbm2GUGcTK2gg711EbPgCQb4dSee59XwHkEI-NmrYfhWDPck9v9EPXATHFkMaRK1a7nmTzi91a3yaLh1j7VKcVq27gCL7cY7snzRC35cC4Ktm1GTjWIiO2_Gu4QSEJBX5dqryjky2IXHwy9YX40qKoKY88TnY6C9EVeMmUmNswq6T4d6mu2LP3BTfPvQXsI.dIU6wc1uLmcBCx8RS6qUVXnW_tceZ77bd41-9xNPvV0&dib_tag=se&keywords=oppo%2Breno%2B13%2B5%2Bg%2B12%2B256&nsdOptOutParam=true&qid=1745835054&sprefix=oppo%2Breno%2B13%2B5%2Bg%2B12%2B256%2Caps%2C253&sr=8-7&th=1,,1 Year,Yes
,OPPO ,RENO13,RENO13 PRO 5G 12GB 256GB MIST LAVENDER,54999,49999,8,https://www.amazon.in/OPPO-Reno13-Pro-Graphite-Grey/dp/B0DSQ7ZJKT/ref=sr_1_7?crid=2VDP7ZPPYAQ1W&dib=eyJ2IjoiMSJ9.2qu2XugoNPEtwec2lgM2XbDpBS4KMuFDgMBxGzbtOZkDqbm2GUGcTK2gg711EbPgCQb4dSee59XwHkEI-NmrYfhWDPck9v9EPXATHFkMaRK1a7nmTzi91a3yaLh1j7VKcVq27gCL7cY7snzRC35cC4Ktm1GTjWIiO2_Gu4QSEJBX5dqryjky2IXHwy9YX40qKoKY88TnY6C9EVeMmUmNswq6T4d6mu2LP3BTfPvQXsI.dIU6wc1uLmcBCx8RS6qUVXnW_tceZ77bd41-9xNPvV0&dib_tag=se&keywords=oppo%2Breno%2B13%2B5%2Bg%2B12%2B256&nsdOptOutParam=true&qid=1745835054&sprefix=oppo%2Breno%2B13%2B5%2Bg%2B12%2B256%2Caps%2C253&sr=8-7&th=1,,1 Year,Yes
,OPPO ,RENO13,RENO13 PRO 5G 12GB 512GB GRAPHITE GREY,60999,54999,8,https://www.amazon.in/OPPO-Reno13Pro-Graphite-512GB-Storage/dp/B0F1G42K9M/ref=sr_1_2?crid=2Q2DDQ61CZYUA&dib=eyJ2IjoiMSJ9.-KxNQlDd7hGyxFotD4xbNZRvhX2rDf_gdqRd0fdOawkVdc_tIqSrpNaPdrecxNxACE4b17ElijRjh8QpeaKt-kSyIiCerNIiWYDHm1vZCQL-dgDzhxkXjiGcpp-6KqY8S6OR2remDtZLn2v3DFEvmjypnMq9OSvCo3IcsvuDfZwwN1weDnM4LvOstaQlc7sHZHIT4eiUHNh71gGCCZrWBLqkp0eyNUnLj4xpry05GJs.J3unGvTLOxfoVRM7QAI8h9X0U9rAbVoT6CfRqPdWayk&dib_tag=se&keywords=oppo+reno+13+pro+5%2Bg+12+512&nsdOptOutParam=true&qid=1745835097&sprefix=oppo+reno+13+5%2Bg+12+512%2Caps%2C347&sr=8-2,,1 Year,Yes
,OPPO ,RENO13,RENO13 PRO 5G 12GB 512GB MIST LAVENDER,60999,54999,8,https://www.amazon.in/OPPO-Reno13Pro-Graphite-512GB-Storage/dp/B0F1G42K9M/ref=sr_1_2?crid=2Q2DDQ61CZYUA&dib=eyJ2IjoiMSJ9.-KxNQlDd7hGyxFotD4xbNZRvhX2rDf_gdqRd0fdOawkVdc_tIqSrpNaPdrecxNxACE4b17ElijRjh8QpeaKt-kSyIiCerNIiWYDHm1vZCQL-dgDzhxkXjiGcpp-6KqY8S6OR2remDtZLn2v3DFEvmjypnMq9OSvCo3IcsvuDfZwwN1weDnM4LvOstaQlc7sHZHIT4eiUHNh71gGCCZrWBLqkp0eyNUnLj4xpry05GJs.J3unGvTLOxfoVRM7QAI8h9X0U9rAbVoT6CfRqPdWayk&dib_tag=se&keywords=oppo+reno+13+pro+5%2Bg+12+512&nsdOptOutParam=true&qid=1745835097&sprefix=oppo+reno+13+5%2Bg+12+512%2Caps%2C347&sr=8-2,,1 Year,Yes
,OPPO ,N3 FLIP,FIND N3 FLIP 5G 12GB 256GB CREAM GOLD,99999,85999,8,skip,,1 Year,Yes
,OPPO ,K12X,K12X 5G 6GB 128GB MIDNIGHT VIOLET,16999,12999,8,https://www.amazon.in/Oppo-K12x-SUPERVOOC-Charger-Breeze/dp/B0DHCXDHWQ/ref=sr_1_3?crid=29D0C2CIHBTV8&dib=eyJ2IjoiMSJ9.-DWsWAAYVLjnaJhV328r_IZFn0LbyAx9DUD8ZLdtt4CdC1LzTjCnUB2-PB7p3WLjUvW1vEwfDRUnGZzvQ1ePhz56_zMthYjaK3nZQ_Dms_VEHRxyYZwkAkgSUcFIUStv8NBxt129tedzjAUCQId6xMUVbjDks_K6CxZ3Sj4PoiyDpMaYT2uXtj3lRjTdeOX4z4um-aO4M-vzwrIzWoMPJ8l66m3UPE6d4Csfd0FPSOw.qbvFO0Hi6ryXvJsqSMjsFg0_zyCeNP1VS3lfD1ic97M&dib_tag=se&keywords=oppo+k12+x+6+128+5g+mobile+phone+2024+new&nsdOptOutParam=true&qid=1745924126&sprefix=k12+x+oppo+5g+6%2Caps%2C250&sr=8-3,,1 Year,Yes
,OPPO ,K12X,K12X 5G 6GB 128GB BOX FEATHER PINK,16999,12999,8,https://www.amazon.in/Oppo-K12x-SUPERVOOC-Charger-Breeze/dp/B0DHCXDHWQ/ref=sr_1_3?crid=29D0C2CIHBTV8&dib=eyJ2IjoiMSJ9.-DWsWAAYVLjnaJhV328r_IZFn0LbyAx9DUD8ZLdtt4CdC1LzTjCnUB2-PB7p3WLjUvW1vEwfDRUnGZzvQ1ePhz56_zMthYjaK3nZQ_Dms_VEHRxyYZwkAkgSUcFIUStv8NBxt129tedzjAUCQId6xMUVbjDks_K6CxZ3Sj4PoiyDpMaYT2uXtj3lRjTdeOX4z4um-aO4M-vzwrIzWoMPJ8l66m3UPE6d4Csfd0FPSOw.qbvFO0Hi6ryXvJsqSMjsFg0_zyCeNP1VS3lfD1ic97M&dib_tag=se&keywords=oppo+k12+x+6+128+5g+mobile+phone+2024+new&nsdOptOutParam=true&qid=1745924126&sprefix=k12+x+oppo+5g+6%2Caps%2C250&sr=8-3,,1 Year,Yes
,OPPO ,K12X,K12X 5G 6GB 128GB BREEZE BLUE,16999,12999,8,https://www.amazon.in/Oppo-K12x-SUPERVOOC-Charger-Breeze/dp/B0DHCXDHWQ/ref=sr_1_3?crid=29D0C2CIHBTV8&dib=eyJ2IjoiMSJ9.-DWsWAAYVLjnaJhV328r_IZFn0LbyAx9DUD8ZLdtt4CdC1LzTjCnUB2-PB7p3WLjUvW1vEwfDRUnGZzvQ1ePhz56_zMthYjaK3nZQ_Dms_VEHRxyYZwkAkgSUcFIUStv8NBxt129tedzjAUCQId6xMUVbjDks_K6CxZ3Sj4PoiyDpMaYT2uXtj3lRjTdeOX4z4um-aO4M-vzwrIzWoMPJ8l66m3UPE6d4Csfd0FPSOw.qbvFO0Hi6ryXvJsqSMjsFg0_zyCeNP1VS3lfD1ic97M&dib_tag=se&keywords=oppo+k12+x+6+128+5g+mobile+phone+2024+new&nsdOptOutParam=true&qid=1745924126&sprefix=k12+x+oppo+5g+6%2Caps%2C250&sr=8-3,,1 Year,Yes
,OPPO ,K12X,K12X 5G 8GB 256GB MIDNIGHT VIOLET,20999,16999,8,https://www.oppo.com/in/product/oppo-k13-5g.P.P1110064?utm_source=google&utm_medium=cpc&utm_campaign=OPPO-Publicis-IN_EN-OPPO_K13_5G-Sustain-All-CPC-Search_Exact-20250414--Intent-Conversions&gad_source=1&gbraid=0AAAAAptvrE49TTmWXbwsuzt3lKUsPzTkt&gclid=EAIaIQobChMI4fulmr_6jAMVrBCDAx2BWBc6EAAYASAAEgJTR_D_BwE,,1 Year,Yes
,OPPO ,K12X,K12X 5G 8GB 256GB BOX FEATHER PINK,20999,16999,8,https://www.oppo.com/in/product/oppo-k13-5g.P.P1110064?utm_source=google&utm_medium=cpc&utm_campaign=OPPO-Publicis-IN_EN-OPPO_K13_5G-Sustain-All-CPC-Search_Exact-20250414--Intent-Conversions&gad_source=1&gbraid=0AAAAAptvrE49TTmWXbwsuzt3lKUsPzTkt&gclid=EAIaIQobChMI4fulmr_6jAMVrBCDAx2BWBc6EAAYASAAEgJTR_D_BwE,,1 Year,Yes
,OPPO ,K12X,K12X 5G 8GB 256GB BREEZE BLUE,20999,16999,8,https://www.oppo.com/in/product/oppo-k13-5g.P.P1110064?utm_source=google&utm_medium=cpc&utm_campaign=OPPO-Publicis-IN_EN-OPPO_K13_5G-Sustain-All-CPC-Search_Exact-20250414--Intent-Conversions&gad_source=1&gbraid=0AAAAAptvrE49TTmWXbwsuzt3lKUsPzTkt&gclid=EAIaIQobChMI4fulmr_6jAMVrBCDAx2BWBc6EAAYASAAEgJTR_D_BwE,,1 Year,Yes
,OPPO ,FIND X8,FIND X8 5G 12GB 256GB STAR GREY,69999,69999,8,https://www.amazon.in/Oppo-Find-Star-Grey-256/dp/B0DPT96ZMB/ref=sr_1_3?crid=XV0BK65TJZC0&dib=eyJ2IjoiMSJ9.nHLZpbqCinBzx5d216OyXCjl0uhcb93vmXBFt5Lw9x1CcUeGlZ_NyB3ra2xOLk9Or-Xpnx8xJ8fAGTokoK_OsGzVu6eKy76k0YYJ5tNApZE_fYE8ig5U1l-K1zroYZ3Yr32jok9-tsL9TAwNyqwzG4tJhHQjbO605XCoDcsUYAdQEHlcFVTTYEcyv8likId62uaIBtrtScwWER910wuZJpybJ7iDevvjMjvGwQqJtOk.1K2V9MhYQujcXnvxVN3kMe2l9OKCFYy-8gaBG75JSFo&dib_tag=se&keywords=oppo+find+x8&nsdOptOutParam=true&qid=1745923974&sprefix=oppo+find+x8%2Caps%2C260&sr=8-3,,1 Year,Yes
,OPPO ,FIND X8,FIND X8 5G 12GB 256GB SPACE BLACK,69999,69999,8,https://www.amazon.in/Oppo-Find-Star-Grey-256/dp/B0DPT96ZMB/ref=sr_1_3?crid=XV0BK65TJZC0&dib=eyJ2IjoiMSJ9.nHLZpbqCinBzx5d216OyXCjl0uhcb93vmXBFt5Lw9x1CcUeGlZ_NyB3ra2xOLk9Or-Xpnx8xJ8fAGTokoK_OsGzVu6eKy76k0YYJ5tNApZE_fYE8ig5U1l-K1zroYZ3Yr32jok9-tsL9TAwNyqwzG4tJhHQjbO605XCoDcsUYAdQEHlcFVTTYEcyv8likId62uaIBtrtScwWER910wuZJpybJ7iDevvjMjvGwQqJtOk.1K2V9MhYQujcXnvxVN3kMe2l9OKCFYy-8gaBG75JSFo&dib_tag=se&keywords=oppo+find+x8&nsdOptOutParam=true&qid=1745923974&sprefix=oppo+find+x8%2Caps%2C260&sr=8-3,,1 Year,Yes
,OPPO ,FIND X8,FIND X8 5G 16GB 512GB STAR GREY,74999,79999,8,https://www.amazon.in/Oppo-Find-Star-Grey-256/dp/B0DPT96ZMB/ref=sr_1_3?crid=XV0BK65TJZC0&dib=eyJ2IjoiMSJ9.nHLZpbqCinBzx5d216OyXCjl0uhcb93vmXBFt5Lw9x1CcUeGlZ_NyB3ra2xOLk9Or-Xpnx8xJ8fAGTokoK_OsGzVu6eKy76k0YYJ5tNApZE_fYE8ig5U1l-K1zroYZ3Yr32jok9-tsL9TAwNyqwzG4tJhHQjbO605XCoDcsUYAdQEHlcFVTTYEcyv8likId62uaIBtrtScwWER910wuZJpybJ7iDevvjMjvGwQqJtOk.1K2V9MhYQujcXnvxVN3kMe2l9OKCFYy-8gaBG75JSFo&dib_tag=se&keywords=oppo+find+x8&nsdOptOutParam=true&qid=1745923974&sprefix=oppo+find+x8%2Caps%2C260&sr=8-3,,1 Year,Yes
,OPPO ,FIND X8,FIND X8 5G 16GB 512GB SPACE BLACK,74999,79999,8,https://www.amazon.in/Oppo-Find-Star-Grey-256/dp/B0DPT96ZMB/ref=sr_1_3?crid=XV0BK65TJZC0&dib=eyJ2IjoiMSJ9.nHLZpbqCinBzx5d216OyXCjl0uhcb93vmXBFt5Lw9x1CcUeGlZ_NyB3ra2xOLk9Or-Xpnx8xJ8fAGTokoK_OsGzVu6eKy76k0YYJ5tNApZE_fYE8ig5U1l-K1zroYZ3Yr32jok9-tsL9TAwNyqwzG4tJhHQjbO605XCoDcsUYAdQEHlcFVTTYEcyv8likId62uaIBtrtScwWER910wuZJpybJ7iDevvjMjvGwQqJtOk.1K2V9MhYQujcXnvxVN3kMe2l9OKCFYy-8gaBG75JSFo&dib_tag=se&keywords=oppo+find+x8&nsdOptOutParam=true&qid=1745923974&sprefix=oppo+find+x8%2Caps%2C260&sr=8-3,,1 Year,Yes
,OPPO ,FIND X8,FIND X8 PRO 5G 16GB 512GB SPACE BLACK,109999,94999,8,https://www.amazon.in/OPPO-Find-X8-Pro-Smartphone/dp/B0DMP3T6QW/ref=sr_1_4?crid=UO8ZQI92KJ4I&dib=eyJ2IjoiMSJ9.nHLZpbqCinBzx5d216OyXCjl0uhcb93vmXBFt5Lw9x1CcUeGlZ_NyB3ra2xOLk9Or-Xpnx8xJ8fAGTokoK_OsGzVu6eKy76k0YYJ5tNApZE_fYE8ig5U1l-K1zroYZ3Yr32jok9-tsL9TAwNyqwzG4tJhHQjbO605XCoDcsUYAdQEHlcFVTTYEcyv8likId62uaIBtrtScwWER910wuZJpybJ7iDevvjMjvGwQqJtOk.1K2V9MhYQujcXnvxVN3kMe2l9OKCFYy-8gaBG75JSFo&dib_tag=se&keywords=oppo+find+x8&nsdOptOutParam=true&qid=1745923941&sprefix=oppo+find+x%2Caps%2C254&sr=8-4,,1 Year,Yes
,,,,,,,,,,Yes
,,,,,,,,,,Yes
,VIVO,Y28,Y28E 5G 4GB 64GB VINTAGE RED,14999,10499,8,https://www.amazon.in/Vintage-Storage-Additional-Exchange-Charger/dp/B0DXKLJMQ3/ref=sr_1_3?crid=1LU9QHNWWXX52&dib=eyJ2IjoiMSJ9.JpotSLR7d0mUdhyXZz5m5ra377_dR4Mx59SUnY8CTXXV7jhnG5qLmmr1HS_S7e5yzxbGk458QSskkXBvtftJHssr6stulMY9t1l_zbkXPc_2oha9vT_iBcDfrbEplMIYuiCzz89AQPf-9DTi6JFxzFVcyHXb5M7oT8UY0tgBDfkzGyhCLq-s2jhlHhzaVFS0sLDsWpEmBUwe7k452llvv82HiJ3w2XEG0__TjCIOZA4.T1CgaMCVhn57Jxz3t9miItHhfzPmsFlhMQ8PyRmS7Vs&dib_tag=se&keywords=y28e&qid=1745924327&sprefix=y28%2Caps%2C246&sr=8-3&th=1,,1 Year,Yes
,VIVO,Y28,Y28E 5G 4GB 64GB BREEZE GREEN,14999,10499,8,https://www.amazon.in/Vintage-Storage-Additional-Exchange-Charger/dp/B0DXKLJMQ3/ref=sr_1_3?crid=1LU9QHNWWXX52&dib=eyJ2IjoiMSJ9.JpotSLR7d0mUdhyXZz5m5ra377_dR4Mx59SUnY8CTXXV7jhnG5qLmmr1HS_S7e5yzxbGk458QSskkXBvtftJHssr6stulMY9t1l_zbkXPc_2oha9vT_iBcDfrbEplMIYuiCzz89AQPf-9DTi6JFxzFVcyHXb5M7oT8UY0tgBDfkzGyhCLq-s2jhlHhzaVFS0sLDsWpEmBUwe7k452llvv82HiJ3w2XEG0__TjCIOZA4.T1CgaMCVhn57Jxz3t9miItHhfzPmsFlhMQ8PyRmS7Vs&dib_tag=se&keywords=y28e&qid=1745924327&sprefix=y28%2Caps%2C246&sr=8-3&th=1,,1 Year,Yes
